UserId,Id,LikedByUser,DisLikedByUser,Subject,Industry,Function,TypeOfService,AdditionalInfo,Type,TimeLine,CreatedTime,ExpertiseLevel,Award,Image
4fa88384-4687-11ea-9914-0242ac1c0002,6b8d4a34-dc27-470a-8586-9e61003912c2,uuid,uuid,social,Communication Services,Human Resources,Ecommerce,UNKNOWN,provider,4 weeks,21-07-2014 08:56:11,2,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Communication%20Services.jpg
4fa883f2-4687-11ea-9914-0242ac1c0002,f7fd418a-496a-4ba9-962a-8c8cec56d329,uuid,uuid,personal,UNKNOWN,Strategy,Finance,"Financial services such as a bank that offers bank accounts, loans and investments.",provider,2 weeks,11-10-1998 12:24:50,2,UNKNOWN,UNKNOWN
4fa88460-4687-11ea-9914-0242ac1c0002,3886689b-72f9-4284-9246-8b6d6762ed62,uuid,uuid,social,Health Care,Information Technology,Construction,UNKNOWN,seeker,2 weeks,10-11-1993 03:32:55,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Health%20Care.jpg
4fa884ce-4687-11ea-9914-0242ac1c0002,7c762bd0-7073-46de-8ce3-2822b9fb91a1,uuid,uuid,UNKNOWN,Industrials,Distribution,Ecommerce,UNKNOWN,provider,2 weeks,24-11-1961 22:39:52,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Industrials.jpg
4fa8853c-4687-11ea-9914-0242ac1c0002,5770a281-e84a-46f8-adcc-c77a6ec13669,uuid,uuid,business,Real Estate,Design,Sports,Sports including facilities such as gyms and spectator sports such as professional football.,seeker,2 weeks,26-11-2015 06:54:44,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Real%20Estate.png
4fa885b4-4687-11ea-9914-0242ac1c0002,755929c6-13f3-43cb-a8a0-b5d55a8e2be6,uuid,uuid,personal,Materials,Governance,Entertainment,"Entertainment such as a video game, theme park or movie.",provider,5 weeks,06-08-1977 13:14:14,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Materials%20.jpg
4fa8862c-4687-11ea-9914-0242ac1c0002,101a8f65-2308-4e47-bfc1-490df81d0c4d,uuid,uuid,UNKNOWN,Consumer Discretionary,Sourcing,Telecom,UNKNOWN,seeker,1 weeks,06-01-1976 06:32:29,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Consumer%20Discretionary.jpg
4fa8869a-4687-11ea-9914-0242ac1c0002,c83fae2d-8aa0-473e-9931-60e502609605,uuid,uuid,social,Real Estate,Distribution,Transportation,Daily transportation services such as a train.,seeker,5 weeks,12-12-1963 05:40:17,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Real%20Estate.png
4fa8b5de-4687-11ea-9914-0242ac1c0002,d668ef89-a6de-46b4-902c-d966c9207009,uuid,uuid,social,Consumer Discretionary,Design,Accounting and Auditing,UNKNOWN,seeker,6 weeks,25-06-1986 08:42:53,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Consumer%20Discretionary.jpg
4fa8b796-4687-11ea-9914-0242ac1c0002,12f064e4-fc8f-46a4-abad-e9c70030efd2,uuid,uuid,personal,UNKNOWN,Sourcing,Education,UNKNOWN,seeker,3 weeks,27-03-2017 21:41:21,1,UNKNOWN,UNKNOWN
4fa8b840-4687-11ea-9914-0242ac1c0002,7ec47684-1d51-4c3b-93b0-710bf297b747,uuid,uuid,UNKNOWN,Health Care,Finance,Entertainment,"Entertainment such as a video game, theme park or movie.",provider,6 weeks,10-11-2016 04:02:53,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Health%20Care.jpg
4fa8b8c2-4687-11ea-9914-0242ac1c0002,2bc6df5b-3a99-4114-8e96-e704775c4561,uuid,uuid,business,Consumer Staples,UNKNOWN,UNKNOWN,UNKNOWN,provider,3 weeks,26-02-1989 00:35:35,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Consumer%20Staples.jpg
4fa8b930-4687-11ea-9914-0242ac1c0002,cbd18b6e-9c2f-43f7-8524-0c5e98940dc8,uuid,uuid,UNKNOWN,Information Technology,Strategy,Sports,Sports including facilities such as gyms and spectator sports such as professional football.,seeker,6 weeks,27-08-1963 10:01:47,2,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Information%20Technology.jpg
4fa8b9a8-4687-11ea-9914-0242ac1c0002,534ff066-ce8b-46d1-8083-0d508ffbca2f,uuid,uuid,UNKNOWN,Health Care,Sourcing,Asset Rentals,UNKNOWN,seeker,1 weeks,22-09-1963 06:12:12,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Health%20Care.jpg
4fa8ba16-4687-11ea-9914-0242ac1c0002,266d3ee1-08b2-41d1-b175-6767c20de0c0,uuid,uuid,UNKNOWN,Consumer Staples,Operations,Legal Services,UNKNOWN,seeker,2 weeks,12-12-2002 17:53:59,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Consumer%20Staples.jpg
4fa8ba84-4687-11ea-9914-0242ac1c0002,cb122b63-14b4-49f8-968c-18aeff5794f1,uuid,uuid,UNKNOWN,Industrials,Marketing,Trade,UNKNOWN,provider,4 weeks,19-04-1967 01:07:54,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Industrials.jpg
4fa8bafc-4687-11ea-9914-0242ac1c0002,07f6138c-617f-477e-8c91-dd6323d700f2,uuid#b1a8a439-97cd-486f-b0b5-86df9573a82b,uuid,business,Health Care,Operations,Hospitality,"Any service that hosts guests such as a hotel, restaurant or pub.",seeker,3 weeks,23-05-1987 02:18:13,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Health%20Care.jpg
4fa8bb60-4687-11ea-9914-0242ac1c0002,5c2ea404-70c3-47e5-a310-cec5981d2a70,uuid,uuid,personal,Consumer Discretionary,UNKNOWN,Retail,UNKNOWN,seeker,1 weeks,13-03-2006 00:41:34,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Consumer%20Discretionary.jpg
4fa8bbd8-4687-11ea-9914-0242ac1c0002,db526b32-1774-43af-bb81-fb6ae15fa119,uuid,uuid,business,Materials,Finance,Construction,UNKNOWN,seeker,1 weeks,24-06-1996 01:34:28,2,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Materials%20.jpg
4fa8bc50-4687-11ea-9914-0242ac1c0002,62414e28-4493-4c7c-bb8f-8ba77fb74da0,uuid,uuid,UNKNOWN,Information Technology,Research & Development,Wellness,UNKNOWN,seeker,2 weeks,13-02-1972 16:54:45,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Information%20Technology.jpg
4fa8bcc8-4687-11ea-9914-0242ac1c0002,c69aa539-ea85-4072-931d-afd5025cee77,uuid#c215fe69-ca86-4f4f-a23c-8069a7a8a95d,uuid,personal,Energy,Governance,Product as a Service,UNKNOWN,provider,1 weeks,29-12-1989 12:58:12,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Energy.jpeg
4fa8bd40-4687-11ea-9914-0242ac1c0002,a38e99dc-ae0e-41da-9aba-d21cd65bae71,uuid,uuid,social,UNKNOWN,Production,Tourism,Travel services such as a flight or tour.,provider,1 weeks,25-08-1997 12:50:26,1,UNKNOWN,UNKNOWN
4fa8bdae-4687-11ea-9914-0242ac1c0002,0563bed1-3fb5-416f-9a50-a61c1a6b4efa,uuid,uuid,business,Consumer Discretionary,Distribution,Design,Creating designs as a service such as a graphic design or product design ,seeker,6 weeks,28-07-1993 14:01:10,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Consumer%20Discretionary.jpg
4fa8be26-4687-11ea-9914-0242ac1c0002,0f208878-9fb4-4009-bbeb-6151df48d69b,uuid,uuid,personal,Financials,Sourcing,Design,Creating designs as a service such as a graphic design or product design ,provider,6 weeks,29-08-1972 01:12:24,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Financials.jpg
4fa8be9e-4687-11ea-9914-0242ac1c0002,4a651775-2aef-4a70-bd0a-ee604da9e9bd,uuid,uuid,UNKNOWN,Information Technology,Quality,Wellness,UNKNOWN,seeker,5 weeks,26-12-1966 15:00:02,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Information%20Technology.jpg
4fa8bf0c-4687-11ea-9914-0242ac1c0002,faaf7f85-bb18-4547-863b-48bcd66a1a6f,uuid,uuid,personal,Information Technology,Design,Construction,UNKNOWN,provider,2 weeks,20-07-2001 23:37:41,2,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Information%20Technology.jpg
4fa8bf84-4687-11ea-9914-0242ac1c0002,2e71c9c9-ca89-4b07-b48a-6e4ae36ca28d,uuid,uuid,UNKNOWN,Consumer Staples,Human Resources,Asset Rentals,UNKNOWN,provider,1 weeks,22-08-2012 08:37:35,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Consumer%20Staples.jpg
4fa8bffc-4687-11ea-9914-0242ac1c0002,727a256e-d062-4958-bc4a-f50311b20f7a,uuid,uuid,UNKNOWN,Financials,Research & Development,Healthcare,"Healthcare services such as a hospital, clinic or doctor's office.",seeker,3 weeks,05-04-2016 23:41:04,2,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Financials.jpg
4fa8c074-4687-11ea-9914-0242ac1c0002,696d3ec6-3d12-4c14-a551-7d53dd5b3d65,uuid,uuid,personal,Communication Services,Marketing,Research & Development Services,UNKNOWN,seeker,3 weeks,28-08-2011 22:53:46,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Communication%20Services.jpg
4fa8c0ec-4687-11ea-9914-0242ac1c0002,8f296a67-d193-4990-b17b-29c1d3c519c7,uuid,uuid,business,Industrials,Operations,Research & Development Services,UNKNOWN,provider,6 weeks,02-02-2006 23:46:53,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Industrials.jpg
4fa8c15a-4687-11ea-9914-0242ac1c0002,c35306b1-5ed8-4800-a3d6-6af6367766f0,uuid,uuid,social,Consumer Staples,Production,Storage Services,UNKNOWN,seeker,6 weeks,06-08-1956 15:50:30,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Consumer%20Staples.jpg
4fa8c1c8-4687-11ea-9914-0242ac1c0002,fbbdbeca-e8a3-42a9-8047-5d99e8fd41f6,uuid,uuid,social,Information Technology,Information Technology,Culture,UNKNOWN,seeker,2 weeks,21-12-2007 18:01:31,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Information%20Technology.jpg
4fa8c22c-4687-11ea-9914-0242ac1c0002,3c67f000-abb7-4bef-806d-f3128adaa413,uuid,uuid,business,Communication Services,Design,Legal Services,UNKNOWN,provider,5 weeks,08-08-1994 22:04:34,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Communication%20Services.jpg
4fa8c29a-4687-11ea-9914-0242ac1c0002,20a16b77-86e2-4f5b-9f8d-7f977d8c5d4f,uuid,uuid,UNKNOWN,Materials,Information Technology,Ecommerce,UNKNOWN,provider,1 weeks,27-03-1980 22:46:57,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Materials%20.jpg
4fa8c308-4687-11ea-9914-0242ac1c0002,8058c35b-c731-4b10-92ff-a6c6a0ece53b,uuid,uuid,business,Financials,Distribution,Healthcare,"Healthcare services such as a hospital, clinic or doctor's office.",seeker,3 weeks,14-12-1959 20:51:07,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Financials.jpg
4fa8c36c-4687-11ea-9914-0242ac1c0002,24577c13-2157-4db3-a171-4af14f480e93,uuid,uuid,business,Financials,Distribution,Automotive services,UNKNOWN,seeker,2 weeks,29-12-2011 15:26:48,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Financials.jpg
4fa8c3da-4687-11ea-9914-0242ac1c0002,ddd06b93-6503-44f9-88f8-e981e1a98a16,uuid,uuid,social,Consumer Discretionary,Operations,Culture,UNKNOWN,provider,6 weeks,19-12-1974 14:14:45,2,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Consumer%20Discretionary.jpg
4fa8c4b6-4687-11ea-9914-0242ac1c0002,7f804b7c-ec36-47a6-90a7-d0777c8e8f9a,uuid,uuid,personal,Communication Services,Research & Development,Legal Services,UNKNOWN,seeker,5 weeks,13-12-1956 04:23:19,2,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Communication%20Services.jpg
4fa8c5c4-4687-11ea-9914-0242ac1c0002,149269cd-7135-4677-b58d-24ffce1881b2,uuid,uuid,social,Industrials,Customer Service,Trade,UNKNOWN,provider,6 weeks,24-11-2019 08:56:27,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Industrials.jpg
4fa8c664-4687-11ea-9914-0242ac1c0002,001dbfa0-6339-4826-8e08-afae735d16a5,uuid,uuid,UNKNOWN,Financials,Finance,Energy,Energy services such as metered power from a grid or managed solar panel systems.,provider,5 weeks,11-03-1952 05:08:02,2,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Financials.jpg
4fa8c736-4687-11ea-9914-0242ac1c0002,d44b072f-0f4e-4cc6-9562-e8e5969d80ad,uuid,uuid,business,Materials,UNKNOWN,Management,UNKNOWN,provider,2 weeks,19-11-1988 07:59:30,2,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Materials%20.jpg
4fa8c7ae-4687-11ea-9914-0242ac1c0002,9b6062c9-7878-44bf-b971-d5b632583328,uuid,uuid,personal,Information Technology,Operations,Telecom,UNKNOWN,provider,5 weeks,03-03-2001 23:52:20,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Information%20Technology.jpg
4fa8c812-4687-11ea-9914-0242ac1c0002,9c978fb2-ac65-42ce-a35f-5c6502dab202,uuid,uuid,personal,Consumer Staples,Design,Ecommerce,UNKNOWN,seeker,1 weeks,04-01-1967 17:15:07,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Consumer%20Staples.jpg
4fa8c880-4687-11ea-9914-0242ac1c0002,3989fbd2-a889-4c81-9467-02e7fdc8a6be,uuid,uuid,personal,Information Technology,UNKNOWN,Shipping,UNKNOWN,seeker,6 weeks,17-10-1973 11:39:35,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Information%20Technology.jpg
4fa8c97a-4687-11ea-9914-0242ac1c0002,04bc50c2-343b-4937-bcb2-da6c5cc75079,uuid,uuid,social,Real Estate,UNKNOWN,Wellness,UNKNOWN,seeker,2 weeks,27-08-2012 09:50:50,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Real%20Estate.png
4fa8c9fc-4687-11ea-9914-0242ac1c0002,e94df6ea-2aa0-4fce-b963-5723f2592d66,uuid,uuid,personal,Industrials,Distribution,Storage Services,UNKNOWN,seeker,4 weeks,06-05-1983 06:06:49,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Industrials.jpg
4fa8ca60-4687-11ea-9914-0242ac1c0002,e76a09cc-5ef5-4446-88e0-959b70ddc6a8,uuid,uuid,personal,Information Technology,Information Technology,agricultural services,UNKNOWN,seeker,2 weeks,01-07-2019 19:21:14,2,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Information%20Technology.jpg
4fa8cace-4687-11ea-9914-0242ac1c0002,2074da7b-8776-4694-aba7-9eb77ea29fa9,uuid,uuid,social,Energy,UNKNOWN,Design,Creating designs as a service such as a graphic design or product design ,seeker,6 weeks,23-06-1954 11:48:54,2,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Energy.jpeg
4fa8cb3c-4687-11ea-9914-0242ac1c0002,191c58a7-f959-45eb-890f-ebfdf7da3a2b,uuid,uuid,business,Health Care,Governance,Energy,Energy services such as metered power from a grid or managed solar panel systems.,seeker,6 weeks,04-02-1988 03:24:03,2,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Health%20Care.jpg
4fa8cba0-4687-11ea-9914-0242ac1c0002,b29c7961-471f-4ee4-89f0-1eead77ba9c5,uuid,uuid,personal,Communication Services,Operations,Trade,UNKNOWN,seeker,4 weeks,23-12-1973 18:17:56,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Communication%20Services.jpg
4fa8cc04-4687-11ea-9914-0242ac1c0002,5e90d221-9b8e-4ea5-bddf-5cff9c95f5aa,uuid,uuid,personal,Materials,Design,Wellness,UNKNOWN,provider,5 weeks,01-06-1997 11:27:41,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Materials%20.jpg
4fa8cc72-4687-11ea-9914-0242ac1c0002,afad8cea-b475-427b-abf9-61b27fc22b05,uuid,uuid,personal,Real Estate,Customer Service,Professional Services,The services of a recognized professional such as a lawyer or accountant.,seeker,1 weeks,27-06-2016 11:08:44,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Real%20Estate.png
4fa8ccd6-4687-11ea-9914-0242ac1c0002,73c4c16d-a289-4229-8907-44b96b3be86a,uuid,uuid,personal,Consumer Discretionary,Finance,Entertainment,"Entertainment such as a video game, theme park or movie.",seeker,3 weeks,18-09-1986 12:31:44,2,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Consumer%20Discretionary.jpg
4fa8cd44-4687-11ea-9914-0242ac1c0002,f5287f61-4704-4464-a437-525090e89948,uuid,uuid,personal,Energy,Distribution,IT,Information technology is shifting away from products such as packaged software towards services such as software as a service,provider,4 weeks,04-09-1983 10:57:04,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Energy.jpeg
4fa8cdb2-4687-11ea-9914-0242ac1c0002,75b5506e-8741-478f-b933-d387ffd1d429,uuid,uuid,personal,Real Estate,Production,Healthcare,"Healthcare services such as a hospital, clinic or doctor's office.",seeker,2 weeks,30-12-1974 01:09:26,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Real%20Estate.png
4fa8ce20-4687-11ea-9914-0242ac1c0002,03e723c6-5782-4898-ba05-204d7aa1a462,uuid,uuid,UNKNOWN,Health Care,Finance,Insurance,UNKNOWN,seeker,4 weeks,01-04-1992 01:17:45,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Health%20Care.jpg
4fa8ce84-4687-11ea-9914-0242ac1c0002,e6bb206d-dd1b-4599-88f4-65ac83f8cdfe,uuid,uuid,UNKNOWN,Information Technology,Quality,Design,Creating designs as a service such as a graphic design or product design ,seeker,5 weeks,25-07-2006 11:54:15,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Information%20Technology.jpg
4fa8cefc-4687-11ea-9914-0242ac1c0002,e43a66aa-889f-41c7-9ba7-4279f387a8d3,uuid,uuid#a4e39c7f-1581-42f3-8119-026e34504998#a4e39c7f-1581-42f3-8119-026e34504998,UNKNOWN,Consumer Staples,Operations,Management,UNKNOWN,provider,6 weeks,02-06-2002 04:53:16,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Consumer%20Staples.jpg
4fa8cf60-4687-11ea-9914-0242ac1c0002,d4e592a9-9d7a-41f9-9a40-921aa82d57c1,uuid,uuid,personal,Information Technology,Marketing,Management,UNKNOWN,seeker,1 weeks,12-03-1976 15:40:00,2,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Information%20Technology.jpg
4fa8cfce-4687-11ea-9914-0242ac1c0002,904887bd-588d-4eee-b32f-da589de42142,uuid,uuid,UNKNOWN,Communication Services,Customer Service,Asset Rentals,UNKNOWN,seeker,1 weeks,28-01-1968 13:44:22,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Communication%20Services.jpg
4fa8d032-4687-11ea-9914-0242ac1c0002,5a75ee02-4b22-4982-9522-bd25483e175a,uuid,uuid,social,Consumer Discretionary,Finance,Automotive services,UNKNOWN,seeker,6 weeks,30-03-1968 10:02:20,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Consumer%20Discretionary.jpg
4fa8d0a0-4687-11ea-9914-0242ac1c0002,53e60029-0129-4d55-8498-1e8c767d58d5,uuid,uuid,social,Industrials,Production,Legal Services,UNKNOWN,provider,1 weeks,15-03-1978 10:20:38,2,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Industrials.jpg
4fa8d10e-4687-11ea-9914-0242ac1c0002,817923a9-73f5-43c3-b378-91f1fa0f5fe0,uuid,uuid,social,Real Estate,Marketing,Trade,UNKNOWN,seeker,1 weeks,12-02-1993 18:45:15,3,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Real%20Estate.png
4fa8d17c-4687-11ea-9914-0242ac1c0002,d7151bfc-a3ae-4820-9708-57cf1d607940,uuid,uuid,business,Consumer Staples,Governance,Insurance,UNKNOWN,seeker,4 weeks,23-03-1986 07:03:22,1,UNKNOWN,https://interestimage.s3.ap-south-1.amazonaws.com/Consumer%20Staples.jpg
